image_id,predicted_count,actual_count,count_error,fdr,fnr,f1
img000_20201027_Kaizu_TCA422_515x515,31,26,0.19230769230769232,0.16129032258064516,0.0,0.9122807017543859
img002_20201027_Kaizu_TCA422_515x515,28,25,0.12,0.14285714285714285,0.04,0.9056603773584906
img003_20201027_Kaizu_TCA422_515x515,31,28,0.10714285714285714,0.0967741935483871,0.0,0.9491525423728814
img004_20201027_Kaizu_TCA422_515x515,27,24,0.125,0.1111111111111111,0.0,0.9411764705882353
img005_20201027_Kaizu_TCA422_515x515,25,22,0.13636363636363635,0.12,0.0,0.9361702127659575
img006_20201027_Kaizu_TCA422_515x515,30,29,0.034482758620689655,0.03333333333333333,0.0,0.9830508474576272
img007_20201027_Kaizu_TCA422_515x515,31,29,0.06896551724137931,0.06451612903225806,0.0,0.9666666666666667
img008_20201027_Kaizu_TCA422_515x515,31,27,0.14814814814814814,0.12903225806451613,0.0,0.9310344827586207
img011_20201027_Kaizu_TCA422_515x515,31,28,0.10714285714285714,0.0967741935483871,0.0,0.9491525423728814
img012_20201027_Kaizu_TCA422_515x515,35,27,0.2962962962962963,0.22857142857142856,0.0,0.8709677419354839
img013_20201027_Kaizu_TCA422_515x515,32,25,0.28,0.21875,0.0,0.8771929824561403
img014_20201027_Kaizu_TCA422_515x515,29,26,0.11538461538461539,0.10344827586206896,0.0,0.9454545454545454
img016_20201027_Kaizu_TCA422_515x515,28,24,0.16666666666666666,0.14285714285714285,0.0,0.9230769230769231
img017_20201027_Kaizu_TCA422_515x515,36,30,0.2,0.16666666666666666,0.0,0.9090909090909091
img018_20201027_Kaizu_TCA422_515x515,33,27,0.2222222222222222,0.18181818181818182,0.0,0.9
img021_20201027_Kaizu_TCA422_515x515,30,26,0.15384615384615385,0.16666666666666666,0.038461538461538464,0.8928571428571429
img022_20201027_Kaizu_TCA422_515x515,27,24,0.125,0.1111111111111111,0.0,0.9411764705882353
img023_20201027_Kaizu_TCA422_515x515,17,15,0.13333333333333333,0.11764705882352941,0.0,0.9375
img024_20201027_Kaizu_TCA422_515x515,30,28,0.07142857142857142,0.06666666666666667,0.0,0.9655172413793104
img025_20201027_Kaizu_TCA422_515x515,30,27,0.1111111111111111,0.1,0.0,0.9473684210526315
img030_20201027_Kaizu_TCA422_515x515,29,23,0.2608695652173913,0.20689655172413793,0.0,0.8846153846153846
img031_20201027_Kaizu_TCA422_515x515,23,19,0.21052631578947367,0.17391304347826086,0.0,0.9047619047619048
img032_20201027_Kaizu_OkinaSP_515x515,35,27,0.2962962962962963,0.22857142857142856,0.0,0.8709677419354839
img033_20201027_Kaizu_TCA422_515x515,29,26,0.11538461538461539,0.10344827586206896,0.0,0.9454545454545454
img034_20201027_Kaizu_TCA422_515x515,34,30,0.13333333333333333,0.11764705882352941,0.0,0.9375
