image_id,predicted_count,actual_count,count_error,fdr,fnr,f1
img000_20201027_Kaizu_TCA422_515x515,22,26,-0.15384615384615385,0.0,0.15384615384615385,0.9166666666666666
img002_20201027_Kaizu_TCA422_515x515,17,25,-0.32,0.0,0.32,0.8095238095238095
img003_20201027_Kaizu_TCA422_515x515,23,28,-0.17857142857142858,0.0,0.17857142857142858,0.9019607843137255
img004_20201027_Kaizu_TCA422_515x515,21,24,-0.125,0.0,0.125,0.9333333333333333
img005_20201027_Kaizu_TCA422_515x515,19,22,-0.13636363636363635,0.0,0.13636363636363635,0.926829268292683
img006_20201027_Kaizu_TCA422_515x515,22,29,-0.2413793103448276,0.0,0.2413793103448276,0.8627450980392157
img007_20201027_Kaizu_TCA422_515x515,25,29,-0.13793103448275862,0.0,0.13793103448275862,0.9259259259259259
img008_20201027_Kaizu_TCA422_515x515,24,27,-0.1111111111111111,0.0,0.1111111111111111,0.9411764705882353
img011_20201027_Kaizu_TCA422_515x515,21,28,-0.25,0.0,0.25,0.8571428571428571
img012_20201027_Kaizu_TCA422_515x515,20,27,-0.25925925925925924,0.0,0.25925925925925924,0.851063829787234
img013_20201027_Kaizu_TCA422_515x515,20,25,-0.2,0.0,0.2,0.8888888888888888
img014_20201027_Kaizu_TCA422_515x515,22,26,-0.15384615384615385,0.0,0.15384615384615385,0.9166666666666666
img016_20201027_Kaizu_TCA422_515x515,19,24,-0.20833333333333334,0.0,0.20833333333333334,0.8837209302325582
img017_20201027_Kaizu_TCA422_515x515,24,30,-0.2,0.0,0.2,0.8888888888888888
img018_20201027_Kaizu_TCA422_515x515,24,27,-0.1111111111111111,0.0,0.1111111111111111,0.9411764705882353
img021_20201027_Kaizu_TCA422_515x515,21,26,-0.19230769230769232,0.09523809523809523,0.2692307692307692,0.8085106382978723
img022_20201027_Kaizu_TCA422_515x515,20,24,-0.16666666666666666,0.0,0.16666666666666666,0.9090909090909091
img023_20201027_Kaizu_TCA422_515x515,13,15,-0.13333333333333333,0.0,0.13333333333333333,0.9285714285714286
img024_20201027_Kaizu_TCA422_515x515,22,28,-0.21428571428571427,0.0,0.21428571428571427,0.88
img025_20201027_Kaizu_TCA422_515x515,20,27,-0.25925925925925924,0.0,0.25925925925925924,0.851063829787234
img030_20201027_Kaizu_TCA422_515x515,18,23,-0.21739130434782608,0.0,0.21739130434782608,0.8780487804878049
img031_20201027_Kaizu_TCA422_515x515,19,19,0.0,0.0,0.0,1.0
img032_20201027_Kaizu_OkinaSP_515x515,21,27,-0.2222222222222222,0.0,0.2222222222222222,0.875
img033_20201027_Kaizu_TCA422_515x515,20,26,-0.23076923076923078,0.0,0.23076923076923078,0.8695652173913043
img034_20201027_Kaizu_TCA422_515x515,20,30,-0.3333333333333333,0.0,0.3333333333333333,0.8
img036_20201027_Kaizu_TCA422_515x515,17,21,-0.19047619047619047,0.0,0.19047619047619047,0.8947368421052632
img037_20201027_Kaizu_OkinaSP_515x515,23,27,-0.14814814814814814,0.0,0.14814814814814814,0.92
img038_20201027_Kaizu_OkinaSP_515x515,21,30,-0.3,0.0,0.3,0.8235294117647058
img040_20201027_Kaizu_OkinaSP_515x515,23,29,-0.20689655172413793,0.0,0.20689655172413793,0.8846153846153846
img042_20201027_Kaizu_TCA422_515x515,13,17,-0.23529411764705882,0.0,0.23529411764705882,0.8666666666666667
img044_20201027_Kaizu_OkinaSP_515x515,19,24,-0.20833333333333334,0.05263157894736842,0.25,0.8372093023255814
img047_20201027_Kaizu_OkinaSP_515x515,22,24,-0.08333333333333333,0.0,0.08333333333333333,0.9565217391304348
img048_20201027_Kaizu_OkinaSP_515x515,22,25,-0.12,0.0,0.12,0.9361702127659575
img049_20201027_Kaizu_OkinaSP_515x515,23,26,-0.11538461538461539,0.0,0.11538461538461539,0.9387755102040817
img050_20201027_Kaizu_OkinaSP_515x515,23,24,-0.041666666666666664,0.0,0.041666666666666664,0.9787234042553191
img052_20201027_Kaizu_OkinaSP_515x515,19,25,-0.24,0.0,0.24,0.8636363636363636
img053_20201027_Kaizu_OkinaSP_515x515,21,28,-0.25,0.0,0.25,0.8571428571428571
img054_20201027_Kaizu_OkinaSP_515x515,21,26,-0.19230769230769232,0.0,0.19230769230769232,0.8936170212765957
img055_20201027_Kaizu_OkinaSP_515x515,25,29,-0.13793103448275862,0.0,0.13793103448275862,0.9259259259259259
img057_20201027_Kaizu_OkinaSP_515x515,20,27,-0.25925925925925924,0.0,0.25925925925925924,0.851063829787234
img059_20201027_Kaizu_OkinaSP_515x515,10,13,-0.23076923076923078,0.0,0.23076923076923078,0.8695652173913043
img060_20201027_Kaizu_TCA422_515x515,23,26,-0.11538461538461539,0.0,0.11538461538461539,0.9387755102040817
img063_20201027_Kaizu_TCA422_515x515,24,29,-0.1724137931034483,0.041666666666666664,0.20689655172413793,0.8679245283018868
img064_20201027_Kaizu_TCA422_515x515,27,30,-0.1,0.0,0.1,0.9473684210526315
img066_20201027_Kaizu_TCA422_515x515,23,32,-0.28125,0.0,0.28125,0.8363636363636363
img067_20201027_Kaizu_TCA422_515x515,25,29,-0.13793103448275862,0.0,0.13793103448275862,0.9259259259259259
img069_20201027_Kaizu_TCA422_515x515,21,29,-0.27586206896551724,0.09523809523809523,0.3448275862068966,0.76
img071_20201027_Kaizu_TCA422_515x515,24,32,-0.25,0.0,0.25,0.8571428571428571
img073_20201027_Kaizu_TCA422_515x515,19,25,-0.24,0.05263157894736842,0.28,0.8181818181818182
img074_20201027_Kaizu_TCA422_515x515,24,29,-0.1724137931034483,0.0,0.1724137931034483,0.9056603773584906
img077_20201027_Kaizu_TCA422_515x515,22,29,-0.2413793103448276,0.0,0.2413793103448276,0.8627450980392157
img078_20201027_Kaizu_TCA422_515x515,22,27,-0.18518518518518517,0.0,0.18518518518518517,0.8979591836734694
img079_20201027_Kaizu_TCA422_515x515,21,26,-0.19230769230769232,0.0,0.19230769230769232,0.8936170212765957
img081_20201027_Kaizu_TCA422_900x900,6,14,-0.5714285714285714,0.0,0.5714285714285714,0.6
img082_20201027_Kaizu_TCA422_900x900,16,79,-0.7974683544303798,0.0,0.7974683544303798,0.3368421052631579
img085_20201027_Kaizu_TCA422_900x900,14,65,-0.7846153846153846,0.0,0.7846153846153846,0.35443037974683544
img086_20201027_Kaizu_TCA422_900x900,1,9,-0.8888888888888888,0.0,0.8888888888888888,0.2
img087_20201027_Kaizu_TCA422_900x900,9,56,-0.8392857142857143,0.0,0.8392857142857143,0.27692307692307694
img088_20201027_Kaizu_TCA422_900x900,15,75,-0.8,0.0,0.8,0.3333333333333333
img090_20201027_Kaizu_TCA422_900x900,9,77,-0.8831168831168831,0.0,0.8831168831168831,0.20930232558139536
img094_20201027_Kaizu_TCA422_900x900,1,60,-0.9833333333333333,1.0,1.0,0.0
img095_20201027_Kaizu_TCA422_900x900,0,76,-1.0,0.0,1.0,0.0
img098_20201027_Kaizu_TCA422_900x900,7,79,-0.9113924050632911,0.0,0.9113924050632911,0.16279069767441862
img099_20201027_Kaizu_TCA422_900x900,5,74,-0.9324324324324325,0.0,0.9324324324324325,0.12658227848101267
img100_20201027_Kaizu_TCA422_900x900,7,74,-0.9054054054054054,0.14285714285714285,0.918918918918919,0.14814814814814814
img102_20201027_Kaizu_TCA422_900x900,15,78,-0.8076923076923077,0.0,0.8076923076923077,0.3225806451612903
img103_20201027_Kaizu_TCA422_900x900,12,75,-0.84,0.0,0.84,0.27586206896551724
img104_20201027_Kaizu_TCA422_900x900,8,68,-0.8823529411764706,0.0,0.8823529411764706,0.21052631578947367
img105_20201027_Kaizu_TCA422_900x900,6,70,-0.9142857142857143,0.16666666666666666,0.9285714285714286,0.13157894736842105
img106_20201027_Kaizu_TCA422_900x900,8,79,-0.8987341772151899,0.0,0.8987341772151899,0.1839080459770115
img107_20201027_Kaizu_TCA422_900x900,5,66,-0.9242424242424242,0.0,0.9242424242424242,0.14084507042253522
img108_20210916_Kaizu_OkinaSP_550x550,6,13,-0.5384615384615384,0.0,0.5384615384615384,0.631578947368421
img109_20210916_Kaizu_OkinaSP_550x550,3,12,-0.75,0.0,0.75,0.4
img112_20210916_Kaizu_OkinaSP_550x550,0,12,-1.0,0.0,1.0,0.0
img113_20210916_Kaizu_OkinaSP_550x550,0,11,-1.0,0.0,1.0,0.0
img114_20210916_Kaizu_OkinaSP_550x550,3,11,-0.7272727272727273,0.0,0.7272727272727273,0.42857142857142855
img115_20210916_Kaizu_OkinaSP_550x550,0,7,-1.0,0.0,1.0,0.0
img117_20210916_Kaizu_OkinaSP_550x550,8,11,-0.2727272727272727,0.0,0.2727272727272727,0.8421052631578947
img118_20210916_Sunomata_TCA422_550x550,0,12,-1.0,0.0,1.0,0.0
img119_20210916_Sunomata_TCA422_550x550,0,15,-1.0,0.0,1.0,0.0
img125_20210916_Sunomata_TCA422_550x550,0,13,-1.0,0.0,1.0,0.0
img126_20210916_Sunomata_TCA422_550x550,0,14,-1.0,0.0,1.0,0.0
img128_20211126_Sunomata_TCA422_550x550,17,18,-0.05555555555555555,0.0,0.05555555555555555,0.9714285714285714
img129_20211126_Sunomata_TCA422_550x550,14,13,0.07692307692307693,0.07142857142857142,0.0,0.9629629629629629
img130_20211126_Sunomata_TCA422_550x550,14,16,-0.125,0.0,0.125,0.9333333333333333
img132_20211126_Sunomata_OkinaSP_550x550,19,19,0.0,0.05263157894736842,0.05263157894736842,0.9473684210526315
img133_20211126_Sunomata_OkinaSP_550x550,14,12,0.16666666666666666,0.14285714285714285,0.0,0.9230769230769231
img136_20211126_Sunomata_TCA422_550x550,16,15,0.06666666666666667,0.0625,0.0,0.967741935483871
img137_20211126_Sunomata_TCA422_550x550,15,15,0.0,0.0,0.0,1.0
img138_20210907_Kaizu_OkinaSP_1000x1000,0,43,-1.0,0.0,1.0,0.0
img140_20210907_Kaizu_OkinaSP_1000x1000,0,31,-1.0,0.0,1.0,0.0
img141_20210907_Kaizu_OkinaSP_1000x1000,0,53,-1.0,0.0,1.0,0.0
img143_20210907_Yoro_Yumebutai_1000x1000,0,40,-1.0,0.0,1.0,0.0
img144_20210907_Yoro_Suiryoku_1000x1000,0,40,-1.0,0.0,1.0,0.0
img145_20210907_Yoro_Suiryoku_1000x1000,0,37,-1.0,0.0,1.0,0.0
img147_20210907_Yoro_Yumebutai_1000x1000,0,39,-1.0,0.0,1.0,0.0
img148_20210907_Yoro_OkinaSP_1000x1000,0,38,-1.0,0.0,1.0,0.0
img149_20210907_Yoro_OkinaSP_1000x1000,0,38,-1.0,0.0,1.0,0.0
img150_20210907_Yoro_OkinaSP_1000x1000,0,41,-1.0,0.0,1.0,0.0
img151_20210907_Yoro_OkinaSP_1000x1000,0,38,-1.0,0.0,1.0,0.0
img152_20210907_Yoro_Yumebutai_1000x1000,0,34,-1.0,0.0,1.0,0.0
img153_20210916_Kaizu_OkinaSP_1000x1000,0,38,-1.0,0.0,1.0,0.0
img154_20210916_Kaizu_OkinaSP_1000x1000,0,34,-1.0,0.0,1.0,0.0
img155_20210916_Kaizu_OkinaSP_1000x1000,0,41,-1.0,0.0,1.0,0.0
img156_20210916_Kaizu_OkinaSP_1000x1000,0,46,-1.0,0.0,1.0,0.0
img157_20210916_Kaizu_OkinaSP_1000x1000,0,21,-1.0,0.0,1.0,0.0
img158_20210916_Sunomata_TCA422_1000x1000,0,32,-1.0,0.0,1.0,0.0
img159_20210916_Sunomata_OkinaSP_1000x1000,0,44,-1.0,0.0,1.0,0.0
img160_20210916_Sunomata_OkinaSP_1000x1000,0,48,-1.0,0.0,1.0,0.0
img162_20210916_Sunomata_OkinaSP_1000x1000,0,52,-1.0,0.0,1.0,0.0
img164_20210916_Sunomata_OkinaSP_1000x1000,0,48,-1.0,0.0,1.0,0.0
img165_20210916_Sunomata_TCA422_1000x1000,0,51,-1.0,0.0,1.0,0.0
img166_20210916_Sunomata_TCA422_1000x1000,0,21,-1.0,0.0,1.0,0.0
img167_20210916_Sunomata_TCA422_1000x1000,0,36,-1.0,0.0,1.0,0.0
img169_20210921_Yoro_Yumebutai_1000x1000,0,44,-1.0,0.0,1.0,0.0
img170_20210921_Yoro_Yumebutai_1000x1000,0,40,-1.0,0.0,1.0,0.0
img171_20210921_Yoro_Suiryoku_1000x1000,1,43,-0.9767441860465116,0.0,0.9767441860465116,0.045454545454545456
img173_20210921_Yoro_Suiryoku_1000x1000,0,47,-1.0,0.0,1.0,0.0
img174_20210921_Yoro_OkinaSP_1000x1000,0,40,-1.0,0.0,1.0,0.0
img175_20210921_Yoro_OkinaSP_1000x1000,1,22,-0.9545454545454546,1.0,1.0,0.0
img177_20210921_Yoro_Yumebutai_1000x1000,0,40,-1.0,0.0,1.0,0.0
img178_20210927_Kaizu_OkinaSP_1000x1000,0,26,-1.0,0.0,1.0,0.0
img179_20210927_Kaizu_OkinaSP_1000x1000,2,29,-0.9310344827586207,0.0,0.9310344827586207,0.12903225806451613
img180_20210927_Kaizu_OkinaSP_1000x1000,1,44,-0.9772727272727273,0.0,0.9772727272727273,0.044444444444444446
img181_20210927_Kaizu_OkinaSP_1000x1000,0,40,-1.0,0.0,1.0,0.0
img183_20210927_Sunomata_TCA422_1000x1000,1,40,-0.975,0.0,0.975,0.04878048780487805
img184_20210927_Sunomata_TCA422_1000x1000,0,49,-1.0,0.0,1.0,0.0
img185_20210927_Sunomata_TCA422_1000x1000,3,41,-0.926829268292683,0.0,0.926829268292683,0.13636363636363635
img186_20210927_Sunomata_TCA422_1000x1000,4,45,-0.9111111111111111,0.0,0.9111111111111111,0.16326530612244897
img187_20210927_Sunomata_OkinaSP_1000x1000,9,48,-0.8125,0.0,0.8125,0.3157894736842105
img189_20210927_Sunomata_OkinaSP_1000x1000,11,37,-0.7027027027027027,0.09090909090909091,0.7297297297297297,0.4166666666666667
img190_20210927_Sunomata_OkinaSP_1000x1000,13,54,-0.7592592592592593,0.0,0.7592592592592593,0.3880597014925373
img191_20210927_Sunomata_OkinaSP_1000x1000,18,50,-0.64,0.0,0.64,0.5294117647058824
img193_20210927_Yoro_Yumebutai_1000x1000,19,47,-0.5957446808510638,0.0,0.5957446808510638,0.5757575757575758
img195_20210927_Yoro_Yumebutai_1000x1000,18,50,-0.64,0.0,0.64,0.5294117647058824
img197_20210927_Yoro_Suiryoku_1000x1000,13,49,-0.7346938775510204,0.0,0.7346938775510204,0.41935483870967744
img198_20210927_Yoro_Suiryoku_1000x1000,21,45,-0.5333333333333333,0.0,0.5333333333333333,0.6363636363636364
img200_20210927_Yoro_OkinaSP_1000x1000,34,44,-0.22727272727272727,0.0,0.22727272727272727,0.8717948717948718
img201_20210927_Yoro_Yumebutai_1000x1000,25,42,-0.40476190476190477,0.0,0.40476190476190477,0.746268656716418
img204_20211005_Kaizu_OkinaSP_1000x1000,1,29,-0.9655172413793104,0.0,0.9655172413793104,0.06666666666666667
img205_20211005_Kaizu_OkinaSP_1000x1000,25,39,-0.358974358974359,0.0,0.358974358974359,0.78125
img206_20211005_Kaizu_OkinaSP_1000x1000,21,40,-0.475,0.0,0.475,0.6885245901639344
img207_20211005_Kaizu_OkinaSP_1000x1000,5,11,-0.5454545454545454,0.0,0.5454545454545454,0.625
img209_20211005_Sunomata_TCA422_1000x1000,33,40,-0.175,0.030303030303030304,0.2,0.8767123287671232
img210_20211005_Sunomata_OkinaSP_1000x1000,7,11,-0.36363636363636365,0.14285714285714285,0.45454545454545453,0.6666666666666666
img211_20211005_Sunomata_OkinaSP_1000x1000,31,42,-0.2619047619047619,0.03225806451612903,0.2857142857142857,0.821917808219178
img212_20211005_Sunomata_OkinaSP_1000x1000,34,41,-0.17073170731707318,0.0,0.17073170731707318,0.9066666666666666
img214_20211005_Sunomata_OkinaSP_1000x1000,35,49,-0.2857142857142857,0.0,0.2857142857142857,0.8333333333333334
img216_20211005_Sunomata_TCA422_1000x1000,35,49,-0.2857142857142857,0.0,0.2857142857142857,0.8333333333333334
img217_20211005_Sunomata_TCA422_1000x1000,32,46,-0.30434782608695654,0.03125,0.32608695652173914,0.7948717948717948
img220_20211005_Yoro_Suiryoku_1000x1000,36,41,-0.12195121951219512,0.0,0.12195121951219512,0.935064935064935
img222_20211005_Yoro_Yumebutai_1000x1000,26,49,-0.46938775510204084,0.0,0.46938775510204084,0.6933333333333334
img223_20211005_Yoro_OkinaSP_1000x1000,34,43,-0.20930232558139536,0.0,0.20930232558139536,0.8831168831168831
img224_20211005_Yoro_Yumebutai_1000x1000,26,45,-0.4222222222222222,0.0,0.4222222222222222,0.7323943661971831
img226_20211005_Yoro_OkinaSP_1000x1000,30,45,-0.3333333333333333,0.0,0.3333333333333333,0.8
img227_20211005_Yoro_Yumebutai_1000x1000,30,40,-0.25,0.0,0.25,0.8571428571428571
img228_20211011_Kaizu_OkinaSP_1000x1000,29,38,-0.23684210526315788,0.0,0.23684210526315788,0.8656716417910447
